model;dataset;fold;masking;MAE prefixes;MAE;MSE;RMSE;configuration
AllSelfCrossAttentionModelTFG;env_permit;0;no-mask;1,6617483944653866;3,002054044723511;0,15244808893770628;0,254778982852784;TAA
AllSelfCrossAttentionModelTFG;env_permit;0;no-mask;1,8307856194509897;3,065480712532997;0,1507789704393599;0,26751503649260616;ATT
AllSelfCrossAttentionModelTFG;env_permit;0;no-mask;1,6512948222802695;3,0864847226142884;0,14970511575386744;0,24820508279772782;TAT
AllSelfCrossAttentionModelTFG;env_permit;1;no-mask;2,0951402551294156;3,6874863148674253;0,483107674123123;0,4269542173057682;TAA
AllSelfCrossAttentionModelTFG;env_permit;1;no-mask;2,2387453933485126;3,7660492039102267;0,4855902656125022;0,4405408681192978;ATT
AllSelfCrossAttentionModelTFG;env_permit;1;no-mask;2,508746071363421;3,800789609199434;0,49760120172937466;0,46222508028174597;TAT
AllSelfCrossAttentionModelTFG;env_permit;2;no-mask;2,625732831653314;3,4236601249192113;0,6866116470055424;0,5419281831442938;TAA
AllSelfCrossAttentionModelTFG;env_permit;2;no-mask;1,9450499128323535;3,252390575501346;0,6578287724296781;0,4797231139803103;ATT
AllSelfCrossAttentionModelTFG;env_permit;3;no-mask;1,8307890416620347;2,5742068785813546;0,12312815130095639;0,27208782669105047;TAA
AllSelfCrossAttentionModelTFG;env_permit;2;no-mask;2,2564741704430653;3,2526630722275076;0,6657783481571636;0,5247681573009014;TAT
AllSelfCrossAttentionModelTFG;env_permit;3;no-mask;1,82105668033323;2,5371004155566617;0,1302934498210343;0,2798534275652627;ATT
AllSelfCrossAttentionModelTFG;env_permit;3;no-mask;2,0291070432325418;2,7316636577729256;0,13069112172900443;0,28799487798187656;TAT
AllSelfCrossAttentionModelTFG;env_permit;4;no-mask;2,434353770642229;4,033123607476873;0,6408589208665046;0,5526447070349172;TAA
AllSelfCrossAttentionModelTFG;env_permit;4;no-mask;2,4624802190039374;4,1967966238397265;0,6324777021186583;0,5461995395236886;ATT
AllSelfCrossAttentionModelTFG;env_permit;4;no-mask;2,916029752894654;4,115345210317643;0,6527258259199838;0,5890373498855054;TAT
AllSelfCrossAttentionModelTFG;Helpdesk;0;no-mask;2,9316712362661983;4,654203342657823;0,08121114979913356;0,24608869845241443;TAA
AllSelfCrossAttentionModelTFG;Helpdesk;0;no-mask;2,876558085732151;4,6678899324857275;0,07664834583404408;0,24008439204946364;ATT
AllSelfCrossAttentionModelTFG;Helpdesk;1;no-mask;3,041354312234484;4,6244774831007724;0,07814228321606972;0,24585806276234395;TAA
AllSelfCrossAttentionModelTFG;Helpdesk;0;no-mask;2,8300764184264215;4,509720527942364;0,08121487137757952;0,24491731330460192;TAT
AllSelfCrossAttentionModelTFG;Helpdesk;1;no-mask;3,226392256196823;4,586088610361822;0,08629222788476155;0,2551265890845099;ATT
AllSelfCrossAttentionModelTFG;Helpdesk;1;no-mask;3,0290740456655776;4,514568378096041;0,0836440644209905;0,2513664893484246;TAT
AllSelfCrossAttentionModelTFG;Helpdesk;2;no-mask;3,386808353651172;4,815086128155878;0,0848320176215694;0,2617636969872962;TAA
AllSelfCrossAttentionModelTFG;Helpdesk;2;no-mask;3,0189590109433304;4,609047292931679;0,07850853649240866;0,24702511596858825;TAT
AllSelfCrossAttentionModelTFG;Helpdesk;2;no-mask;2,852673344420753;4,558269705874788;0,07157771142264577;0,22487911861587134;ATT
AllSelfCrossAttentionModelTFG;Helpdesk;3;no-mask;3,513473453725879;4,928818814251401;0,09487182649094052;0,27556393854447375;TAA
AllSelfCrossAttentionModelTFG;Helpdesk;3;no-mask;3,008836354135416;4,5939723118365;0,07888303556883104;0,2486151002616864;ATT
AllSelfCrossAttentionModelTFG;Helpdesk;3;no-mask;3,008836354135416;4,5939723118365;0,07888303556883104;0,2486151002616864;TAT
AllSelfCrossAttentionModelTFG;Helpdesk;4;no-mask;2,5025125186578885;4,436219088409258;0,06486613554603493;0,20164376379339716;TAA
AllSelfCrossAttentionModelTFG;Helpdesk;4;no-mask;3,1085005963089776;4,960014372508718;0,07944947254824283;0,2392187451366777;ATT
AllSelfCrossAttentionModelTFG;SEPSIS;0;no-mask;55,2556960493037;32,74294713512063;1,9757205174533805;1,3556354084938738;TAA
AllSelfCrossAttentionModelTFG;Helpdesk;4;no-mask;2,7394146781041564;4,572631068111207;0,0727363852839883;0,22413720142413396;TAT
AllSelfCrossAttentionModelTFG;SEPSIS;0;no-mask;55,79729985461573;32,12788876270255;2,013927089212219;1,3676151012924267;ATT
AllSelfCrossAttentionModelTFG;SEPSIS;0;no-mask;55,79729985461573;32,12788876270255;2,013927089212219;1,3676151012924267;TAT
AllSelfCrossAttentionModelTFG;SEPSIS;1;no-mask;30,499048487483936;30,044958678451746;0,42377533119880345;0,6182273799761798;TAA
AllSelfCrossAttentionModelTFG;SEPSIS;1;no-mask;27,53456385978686;30,13768531556602;0,38440458230603214;0,5686250348180658;ATT
AllSelfCrossAttentionModelTFG;SEPSIS;1;no-mask;27,53456385978686;30,13768531556602;0,38440458230603214;0,5686250348180658;TAT
AllSelfCrossAttentionModelTFG;SEPSIS;2;no-mask;17,910423185581475;30,261092267357387;0,261529358525761;0,39863540784326884;TAA
AllSelfCrossAttentionModelTFG;SEPSIS;2;no-mask;13,526983907558122;29,104104412289765;0,21979431798178903;0,3265540715760652;ATT
AllSelfCrossAttentionModelTFG;SEPSIS;2;no-mask;13,526983907558122;29,104104412289765;0,21979431798178903;0,3265540715760652;TAT
AllSelfCrossAttentionModelTFG;SEPSIS;3;no-mask;16,321732980656538;25,765571463816237;0,4591618122644369;0,5166304142991129;TAA
AllSelfCrossAttentionModelTFG;SEPSIS;3;no-mask;16,02851774173693;26,837695083995857;0,4322647454719943;0,4943559564088195;ATT
AllSelfCrossAttentionModelTFG;SEPSIS;3;no-mask;16,02851774173693;26,837695083995857;0,4322647454719943;0,4943559564088195;TAT
AllSelfCrossAttentionModelTFG;SEPSIS;4;no-mask;21,891718196886412;25,128631215639064;0,5113528909306607;0,6530062632968404;TAA
AllSelfCrossAttentionModelTFG;SEPSIS;4;no-mask;30,344688124765025;29,16378985291318;0,7949393561999126;0,8545931628933124;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;0;no-mask;69,81765582818043;87,72588445607899;0,31745098612186384;0,5000171444063831;TAA
AllSelfCrossAttentionModelTFG;SEPSIS;4;no-mask;30,344688124765025;29,16378985291318;0,7949393561999126;0,8545931628933124;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;0;no-mask;73,0249625099226;89,42316383528478;0,3021824338941837;0,4949684521036251;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;0;no-mask;58,862476023144325;90,85147803963967;0,30285502411529663;0,44643309934902636;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;1;no-mask;62,74773657673172;87,99012700035459;0,2898618296182533;0,4511197919364176;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;1;no-mask;52,68144109419414;88,77520445869082;0,262302963198523;0,4091621289772558;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;1;no-mask;52,68144109419414;88,77520445869082;0,262302963198523;0,4091621289772558;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;2;no-mask;49,346603313629714;96,29643541063581;0,32664977617551016;0,43305904160342645;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;2;no-mask;48,31323116358713;97,38474884033204;0,3759369405482765;0,45216896977164905;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;2;no-mask;48,31323116358713;97,38474884033204;0,3759369405482765;0,45216896977164905;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;3;no-mask;77,14610243819253;98,74252047258265;0,418878716524954;0,5787883510946821;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;3;no-mask;109,63902361021832;108,70683454999737;0,7501481751757472;0,7792803250465349;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;3;no-mask;98,10523401232733;97,30392519632976;0,652158869851217;0,7183485701549338;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;4;no-mask;41,620315262314044;76,78848643104236;0,2412260264572317;0,36712609772556315;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;4;no-mask;62,104830960793926;83,88283467292786;0,3221313311452501;0,4748771785462106;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;4;no-mask;62,104830960793926;83,88283467292786;0,3221313311452501;0,4748771785462106;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;0;no-mask;22,709345398514664;10,549745190775756;0,992366680855635;0,9120956248170858;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;0;no-mask;27,516582525384305;10,703628016111654;1,470532929579167;1,035964957267354;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;0;no-mask;26,48884076702995;10,410788103422044;1,4321811845992953;1,0197068957306796;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;1;no-mask;9,44803534624341;9,820949964017176;0,26459938247540804;0,4359684337925388;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;1;no-mask;8,82303388320688;9,280656700027722;0,25065651107756354;0,4320930123734485;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;1;no-mask;7,912813909454032;9,304391710118875;0,2757965359587474;0,42642324823444966;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;2;no-mask;19,270913757719175;10,310329729272414;0,6317442538353087;0,7040126442819028;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;2;no-mask;18,14258752702727;10,072900464302414;0,5440668537755025;0,6488948655297483;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;2;no-mask;18,317930586277786;9,720766604804782;0,617209536695677;0,6304445455656328;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;3;no-mask;18,533020460365567;12,307355098678904;2,0241459360558327;1,2703330567861808;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;3;no-mask;18,056653696738593;12,19615631506352;1,9490165219514848;1,2457834402298418;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;3;no-mask;18,056653696738593;12,19615631506352;1,9490165219514848;1,2457834402298418;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;4;no-mask;26,419536076239805;10,78520823777777;4,326576610650992;1,4357231969246507;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;4;no-mask;50,695361172502146;10,954533801010225;6,5769354131120945;2,1404551800648766;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;4;no-mask;50,695361172502146;10,954533801010225;6,5769354131120945;2,1404551800648766;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;0;no-mask;3,763457148336715;5,2421020547848345;0,4256302605588529;0,48904899378359;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;0;no-mask;4,070588291819685;5,482320605874446;0,42364035141783773;0,504813324969319;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;0;no-mask;3,8131569370720886;5,291500430574201;0,4221198889170515;0,489532502236522;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;1;no-mask;4,059825306061899;5,564774719374668;0,5222297931722861;0,5516102604325597;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;1;no-mask;3,8549058353337684;5,379698193215343;0,5066475591065376;0,5326345673624129;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;1;no-mask;3,8549058353337684;5,379698193215343;0,5066475591065376;0,5326345673624129;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;2;no-mask;3,875737055953826;5,4111989219798025;0,48341857754290013;0,5204929251075335;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;2;no-mask;3,9904363174587805;5,4844500369019205;0,4765993491645332;0,5241959357244376;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;2;no-mask;3,842920143439463;5,38005936332047;0,4713698361996484;0,5125604741058609;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;3;no-mask;3,694705764203169;5,23527101132228;0,42336075958406627;0,48616780789963715;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;3;no-mask;3,7938377835655035;5,330208046039815;0,41899682249782466;0,48862249312091016;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;3;no-mask;3,7938377835655035;5,330208046039815;0,41899682249782466;0,48862249312091016;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;4;no-mask;3,784848088170426;5,28806481983798;0,45420938158517643;0,504890688368224;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;4;no-mask;3,8730540027878644;5,382944725349368;0,4501394675068976;0,506380977530485;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;0;no-mask;6,057068482933123;6,189201581688643;0,6175386212730929;0,7136899612320662;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;4;no-mask;3,814839057724441;5,324089436340744;0,4487000044326439;0,502993964944413;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;0;no-mask;6,069609418378367;5,849394308547048;0,6423452688392501;0,7370509007603655;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;0;no-mask;6,069609418378367;5,849394308547048;0,6423452688392501;0,7370509007603655;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;1;no-mask;4,871719693643621;6,602518091446983;0,488529679225759;0,6300086346845619;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;1;no-mask;4,871719693643621;6,602518091446983;0,488529679225759;0,6300086346845619;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;1;no-mask;5,3583531746863;6,783812290077919;0,5173880123833463;0,6508331005597336;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;2;no-mask;5,276014073763508;6,693807685747743;0,35107445610699956;0,5364188311433757;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;2;no-mask;5,27389371468231;5,658828575962356;0,4491074940770843;0,5920590835874984;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;2;no-mask;5,27389371468231;5,658828575962356;0,4491074940770843;0,5920590835874984;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;3;no-mask;4,594154280582282;6,111334010059464;0,5028900844631137;0,6372516724324502;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;3;no-mask;4,9153608567707625;6,367226087070745;0,5356132535413263;0,6611473772744381;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;3;no-mask;4,779846534487824;5,995636036426856;0,49891509644591375;0,6391530466510851;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;4;no-mask;5,206055193628158;5,53036753786519;0,5488593592470496;0,6582026358369129;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;4;no-mask;4,850127020640151;5,691951179718223;0,43274663311929706;0,598877400451344;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;4;no-mask;5,655435158938214;5,456659484069978;0,6316780912705287;0,7070179140529358;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;0;no-mask;4,80990188509596;6,716686023179297;0,35070661986939183;0,5500628418807667;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;0;no-mask;5,272274371845315;6,713959332709434;0,4370963733278049;0,6175193503647192;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;0;no-mask;4,828210382451593;6,604557193101867;0,3509860428748034;0,5497958193071638;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;1;no-mask;6,575877977219094;7,168870674002329;0,5752789623900154;0,7437092801199248;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;1;no-mask;5,415446341753165;7,225552844114718;0,4934307353911191;0,6541415679033777;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;1;no-mask;5,415446341753165;7,225552844114718;0,4934307353911191;0,6541415679033777;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;2;no-mask;7,374762310552775;6,983726839925527;0,7613129176892464;0,841955210057324;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;2;no-mask;6,721847654875186;6,975751957919703;0,697056714246468;0,7924391586863898;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;3;no-mask;5,40042930616266;7,022756172657647;0,47032654467699025;0,6467853929207177;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;2;no-mask;8,435200800541695;6,973143550047434;0,9191751312584436;0,9278783967478046;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;3;no-mask;5,383460248047135;6,916994021139375;0,4635539878973054;0,640636241121424;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;3;no-mask;8,315245573541496;7,091889245036222;1,02522617850651;0,906139931885931;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;4;no-mask;7,354686187565982;6,826383031128596;0,6929411804446627;0,7852184765131307;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;4;no-mask;7,882474562256292;6,762962342114878;0,8210797653376838;0,8601344307265453;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;0;no-mask;3,8045645013375906;5,289719449562713;0,42013348999409655;0,48774728647044246;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;0;no-mask;3,8599959046907957;5,365601501757413;0,4153910111289104;0,48628578652122356;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;4;no-mask;7,678977166208312;6,7936285155290665;0,8354150442751042;0,8345460953726762;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;0;no-mask;3,7293453646254644;5,1977306314382155;0,4310693070066604;0,4915812109456819;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;1;no-mask;4,040905443648844;5,521338866178031;0,5044987674657423;0,5420326083414705;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;1;no-mask;4,1313303686180305;5,5744040621967255;0,5042259370659474;0,5469542484202654;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;1;no-mask;3,943891542871353;5,446993968468704;0,5059053949424308;0,537383556820167;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;2;no-mask;3,905110837258489;5,435023856110207;0,4681281861060521;0,5156623425193879;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;2;no-mask;3,94707842169818;5,4430533960605665;0,4773865610973965;0,5226089888217144;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;2;no-mask;3,94707842169818;5,4430533960605665;0,4773865610973965;0,5226089888217144;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;3;no-mask;3,735033247773101;5,245050684889245;0,42685961716203297;0,49298529397468427;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;3;no-mask;3,785346562832181;5,346029330656356;0,42804012536832237;0,49237662199527304;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;3;no-mask;3,785346562832181;5,346029330656356;0,42804012536832237;0,49237662199527304;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;4;no-mask;3,84050690508174;5,348786020999073;0,45052546979584673;0,5064620959923304;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;4;no-mask;4,136275611871175;5,548338679562623;0,4533129339121451;0,5300870173719159;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;4;no-mask;3,9163910574634557;5,417238473506421;0,4504449637254252;0,5087950441928234;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;0;no-mask;3,7757475321807297;6,112316360695468;0,2784452561826956;0,4732787483219718;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;0;no-mask;3,696250808372871;6,094637437456884;0,2804457954616747;0,4711193869962802;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;0;no-mask;3,696250808372871;6,094637437456884;0,2804457954616747;0,4711193869962802;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;1;no-mask;4,838936048741563;6,504108912228043;0,4897321886365483;0,6627591780704846;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;1;no-mask;4,903978335283302;6,547277962622036;0,5366853757442003;0,6843541524946033;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;1;no-mask;4,903978335283302;6,547277962622036;0,5366853757442003;0,6843541524946033;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;2;no-mask;6,141557157815725;6,47013391969786;0,5999501906750535;0,753139447876737;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;2;no-mask;6,369714945874437;6,379689386681802;0,5858880994572472;0,7502143016484599;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;2;no-mask;6,562386306686117;6,418844865581204;0,6345350320504083;0,7780441702915425;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;3;no-mask;4,025887224551705;6,302615208835681;0,3025112705405656;0,4940450788813254;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;3;no-mask;4,521629730563786;6,288432701335813;0,46191841782787163;0,6297151319629471;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;3;no-mask;4,521629730563786;6,288432701335813;0,46191841782787163;0,6297151319629471;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;4;no-mask;5,9111739946303485;6,093515265656055;0,6516154494251282;0,7486065120713007;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;4;no-mask;5,539497923411767;6,301520022860974;0,5197630891129646;0,677846098258078;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;0;no-mask;6,037484936206267;5,864685997794532;0,6762890555055343;0,7476656089415277;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;0;no-mask;5,419648926029183;5,963309081974408;0,5064185099656411;0,6599456822617611;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;0;no-mask;5,493900605243268;6,040909819913489;0,5171280453119594;0,6689605936370538;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;1;no-mask;5,180851967596867;6,777777006446142;0,5078011957915999;0,6482346830163997;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;4;no-mask;5,8906693306899935;6,190618736892738;0,6112793542494476;0,7328893336152033;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;1;no-mask;5,0585335050748625;6,531958792611337;0,49154294095326895;0,6368012314748533;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;1;no-mask;5,0585335050748625;6,531958792611337;0,49154294095326895;0,6368012314748533;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;2;no-mask;4,067201973178557;5,668033215616431;0,2963232830851742;0,4727338713299971;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;2;no-mask;4,3832564976906205;5,6208867293649485;0,30198595569438025;0,4937110959872717;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;2;no-mask;4,3832564976906205;5,6208867293649485;0,30198595569438025;0,4937110959872717;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;3;no-mask;4,857961465727442;6,0847829679219885;0,5073772426171892;0,6504068841116675;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;3;no-mask;4,727583745265669;6,189199410507391;0,5629654295081487;0,6700682499376728;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;4;no-mask;4,664093604592693;5,4541193018980625;0,4550178545843099;0,6031216678422596;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;3;no-mask;4,727583745265669;6,189199410507391;0,5629654295081487;0,6700682499376728;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;4;no-mask;5,224209100003;5,741634142238463;0,46307847179708433;0,6303301658861407;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;4;no-mask;4,896555175969269;5,632833285983902;0,43761148376393344;0,6043202359440579;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;0;no-mask;8,502679955095076;7,747534385862574;0,979127360845427;0,9348949748049517;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;0;no-mask;8,27269483786007;7,509631730921913;0,9142770249547318;0,9070752440596332;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;1;no-mask;6,280479841312414;7,375231174908522;0,5449393535190968;0,7068594027188657;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;0;no-mask;8,933021060125139;7,437352303521398;1,092302071019834;0,981299894688276;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;1;no-mask;6,295199440486364;7,281346297458737;0,47864805212209477;0,672680477755431;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;1;no-mask;6,295199440486364;7,281346297458737;0,47864805212209477;0,672680477755431;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;2;no-mask;6,874040894387603;7,324696978252832;0,5169073328182515;0,6952237066781821;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;2;no-mask;6,515760717073891;7,3088547421031045;0,5769435186937706;0,711730770608729;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;2;no-mask;10,577651369233108;7,393143055811153;1,338502020073952;1,0742545535589023;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;3;no-mask;7,355063855920159;7,470198105556733;0,8593429381353773;0,8843063860709832;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;3;no-mask;7,954941513863783;7,879970261178938;0,9958631039986026;0,9603004087497532;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;3;no-mask;7,954941513863783;7,879970261178938;0,9958631039986026;0,9603004087497532;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;4;no-mask;5,657112081933334;7,148612782372246;0,4972040144040899;0,6294185141069447;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;4;no-mask;5,825039779894973;7,2059730083104645;0,46818468460190427;0,6282950284792537;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;4;no-mask;5,825039779894973;7,2059730083104645;0,46818468460190427;0,6282950284792537;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;0;no-mask;9,561551453680307;7,194422546689734;1,1870769505467473;1,0679026314449471;TAA
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;0;no-mask;7,300246205905914;7,24215029601393;0,796218459492318;0,8530662090690158;ATT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;0;no-mask;8,352081769861506;7,2439170266607125;1,036568827235414;0,963077923769312;TAT
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;1;no-mask;6,448210775340571;7,164234167636549;0,544090619372121;0,7105701678235937;TAA
